Geneid	M04.CTRL	M04.TGFb	M04.TGFb_VTP	M04.VTP	M77.CTRL	M77.TGFb	M77.TGFb_VTP	M77.VTP	M78.CTRL	M78.TGFb	M78.TGFb_VTP	M78.VTP	M81.CTRL	M81.TGFb	M81.TGFb_VTP	M81.VTP	M89.CTRL	M89.TGFb	M89.TGFb_VTP	M89.VTP	M99.CTRL	M99.TGFb	M99.TGFb_VTP	M99.VTP
ICMT	1428	1563	1162	2352	1272	1663	1678	1091	1534	1132	1504	573	1486	1591	1723	1369	928	2678	1592	1746	1422	1148	1677	795
LINC00337	4	2	2	3	1	2	3	0	1	0	3	1	0	2	1	0	0	1	1	1	1	2	2	0
HES3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GPR153	138	107	88	220	41	59	71	48	77	82	68	32	91	78	70	62	58	67	42	104	66	88	111	30
ACOT7	1279	1385	1324	3037	1044	1276	2173	1494	1625	1336	2641	1070	1074	989	1774	1419	606	1789	1607	1901	1224	1158	2469	990
AL031848.2	0	0	1	6	1	0	2	0	0	2	0	0	0	3	0	2	0	1	1	7	0	0	4	1
HES2	3	0	0	8	23	17	96	70	53	52	113	60	15	30	44	24	30	33	22	33	29	22	12	14
ESPN	1	0	1	2	2	0	1	0	2	0	0	1	0	1	1	1	0	3	0	1	4	3	3	1
MIR4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031848.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF25	76	48	61	177	74	71	259	127	116	165	179	31	85	173	166	126	124	79	97	137	44	53	84	27
PLEKHG5	516	454	376	1120	404	455	1187	808	718	836	952	349	557	984	1072	627	512	544	623	1170	403	425	771	327
NOL9	171	182	156	336	153	256	281	197	203	182	230	76	172	223	207	252	163	266	190	122	225	192	151	97
RNU6-731P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL591866.1	3	0	0	3	2	8	0	0	0	3	0	0	1	0	0	1	2	3	2	2	0	0	1	3
TAS1R1	0	1	0	0	1	0	0	0	1	1	0	0	3	1	0	2	0	0	0	0	0	1	0	0
ZBTB48	113	124	90	239	96	175	198	169	129	104	150	69	142	174	178	182	84	161	138	135	120	91	146	63
KLHL21	1749	1741	1336	3849	1599	1925	2887	1900	2149	2426	2326	922	1431	2487	2462	2183	1480	2499	2253	3966	1780	1692	2614	757
PHF13	286	287	199	513	323	347	334	205	332	298	322	113	337	390	415	315	290	416	341	403	277	207	269	147
THAP3	140	108	104	283	113	176	244	152	137	122	234	89	157	165	213	207	115	196	157	219	113	84	140	70
DNAJC11	911	1175	860	1690	689	859	1142	750	961	715	1044	591	841	871	1125	869	495	1188	941	903	797	689	1093	598
LINC01672	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL591163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1-DT	2	0	1	1	1	0	1	2	0	2	0	0	1	0	1	1	0	0	0	0	0	2	0	0
CAMTA1	241	271	214	278	143	223	210	158	245	150	245	148	263	213	260	231	114	281	186	133	175	171	168	151
AL590128.1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AL512330.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1-IT1	2	0	0	2	0	0	0	4	0	0	0	2	0	0	2	0	2	0	0	1	0	0	0	0
CAMTA1-AS2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359881.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359881.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359881.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP3	1989	2295	1991	2228	1348	2037	1974	1347	1928	1298	2352	953	1135	1583	2872	2103	1251	2429	1716	1175	1807	1506	1511	1611
Z98884.2	2	1	1	2	1	1	4	2	1	3	1	0	1	3	10	2	3	5	1	1	4	2	3	1
PER3	65	87	124	177	90	105	249	232	111	69	148	43	138	114	275	360	87	164	201	242	121	109	144	55
Z98884.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
UTS2	4	0	11	2	1	1	22	12	9	3	15	6	17	4	3	1	6	8	1	0	4	1	1	1
TNFRSF9	6	16	18	36	1	6	7	5	13	16	4	0	26	64	41	10	6	5	4	1	7	14	19	14
AL009183.1	0	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
PARK7	1780	2187	1728	3177	1448	1849	3624	2022	1769	1406	2732	1320	1997	2446	2965	1862	1215	2879	2096	1242	1690	1522	1683	1626
AL034417.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL034417.5	6	1	1	0	5	0	5	2	6	3	2	1	4	2	6	2	3	1	1	1	3	2	0	2
AL034417.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERRFI1	373	584	448	584	596	319	438	374	524	270	275	111	433	376	462	328	345	769	281	120	153	186	132	142
AL034417.3	0	0	0	2	1	0	0	0	1	0	0	0	1	3	0	0	1	2	0	0	0	2	2	0
AL034417.2	7	14	2	12	3	3	4	2	3	10	3	4	1	2	4	7	2	2	4	2	7	5	6	3
AL358876.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC01714	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
RNU1-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358876.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-991P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC45A1	35	38	15	73	11	14	16	9	21	16	6	5	23	10	16	13	11	24	13	18	8	14	20	6
AL356072.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERE	1625	1596	1128	2999	1052	1400	1078	920	1496	1315	866	497	1523	1504	1205	1461	795	1618	1285	1715	1173	1239	1333	546
RERE-AS1	0	0	2	3	0	0	0	1	0	0	1	0	1	2	0	0	2	0	1	0	0	0	0	0
AL096855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL096855.2	0	0	2	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0
RPL7P11	9	2	6	1	3	1	3	1	3	2	5	3	0	1	2	4	1	2	3	4	7	3	5	4
RPL7P7	6	4	7	4	5	3	1	4	1	6	1	1	5	0	2	3	2	1	3	1	7	3	3	6
AL357552.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL357552.2	0	0	0	0	4	0	2	0	0	0	3	0	0	0	0	0	1	1	0	0	1	0	0	1
AL357552.3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP19	1	2	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	3
ENO1	19141	20533	10677	22292	15884	16712	23565	14711	18648	10897	20463	11009	18986	16378	21185	13448	10511	22097	12601	8962	17057	14265	17714	14500
MIR6728	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENO1-AS1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	2	0	0	1	1	1	1	3	0	0
RNU6-304P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P17	2	0	1	3	0	1	1	0	0	1	0	1	0	1	3	2	0	2	3	3	1	1	7	4
AL139415.1	1	1	3	1	1	2	2	2	4	2	5	1	0	0	1	1	0	1	0	0	1	0	2	0
AL139415.2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
CA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RN7SL451P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A5	34	10	19	40	17	124	34	12	123	195	108	31	122	224	140	73	35	117	24	18	52	42	17	5
AL158048.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR157	60	37	26	63	54	117	101	60	87	98	113	36	62	116	107	81	77	149	82	86	64	58	78	47
MIR34AHG	72	83	105	188	125	214	165	130	158	149	172	40	188	213	293	226	138	243	150	112	139	117	155	40
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNCTAM34A	21	30	18	40	43	81	76	90	68	65	95	38	53	107	101	88	36	122	68	50	51	48	54	27
H6PD	1050	1385	980	2148	784	1272	741	589	1470	951	740	284	1135	886	707	989	517	1492	1251	1375	1193	1065	1586	468
SPSB1	2416	2035	1308	3946	347	645	673	396	523	763	645	282	890	1133	1022	676	432	780	516	927	514	441	1279	766
BX323043.1	1	1	0	1	0	3	4	0	1	7	3	2	5	5	4	3	0	3	0	0	4	2	1	0
LINC02606	16	12	23	23	11	27	41	14	23	18	18	12	28	23	38	30	11	23	34	21	21	13	26	10
RNA5SP40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL928921.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A33	74	96	72	90	54	124	86	78	101	53	123	33	65	82	126	110	69	129	85	52	84	73	56	43
AL954705.1	4	14	3	5	5	8	3	3	7	9	11	1	2	1	6	15	6	5	6	7	6	5	9	4
TMEM201	221	228	123	431	125	163	183	127	202	137	163	87	184	182	189	195	99	220	186	314	187	162	301	101
PIK3CD	1201	1229	692	1588	613	898	590	456	1209	635	736	223	937	913	858	713	356	868	544	773	1158	836	961	437
PIK3CD-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL691449.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PIK3CD-AS2	9	3	10	15	4	18	10	5	9	13	12	10	22	12	11	13	6	21	5	10	17	13	20	11
CLSTN1	3233	3832	2626	5984	2948	4272	2045	1576	4861	3874	1763	516	4554	4033	2230	2090	2269	4507	3165	3438	3477	3378	3503	1174
MZT1P1	2	1	1	5	0	2	0	2	1	4	7	0	0	2	7	1	0	4	3	0	0	3	5	0
AL357140.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTNNBIP1	191	237	223	483	182	226	456	327	273	206	355	215	265	283	408	303	162	378	349	440	185	189	284	155
AL357140.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL357140.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LZIC	210	258	201	251	210	308	330	156	246	173	327	104	141	281	325	270	219	354	221	154	242	226	175	213
AL357140.2	0	1	0	3	1	1	1	0	0	0	1	0	2	0	2	1	1	0	0	0	0	1	1	2
NMNAT1	160	211	163	200	144	126	231	169	130	113	200	71	125	174	225	175	105	242	141	77	134	111	91	73
RN7SKP269	1	0	0	3	0	0	0	0	2	0	0	0	0	4	3	1	0	1	2	0	2	0	0	0
TMEM274P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL603962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP7	0	0	0	1	2	14	1	6	5	3	12	2	3	0	5	7	3	12	5	1	5	4	6	1
UBE4B	1018	1358	813	1474	967	1030	1570	1086	1269	1151	1421	620	1190	1614	1604	1340	736	1709	1213	761	1106	999	1041	739
AL590639.1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0
PGAM1P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-828P	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF1B	849	1173	807	1218	799	863	1119	747	1066	840	1068	468	787	1001	1058	1007	871	1182	822	520	999	838	691	728
AL358013.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-37P	0	2	1	5	1	1	0	0	1	0	1	2	0	0	0	2	0	2	1	0	1	1	0	2
RN7SL731P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL139424.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AL139424.2	0	2	0	2	0	0	0	0	0	4	0	2	2	0	0	0	1	2	1	0	1	1	1	0
PGD	3437	3797	2931	5379	1829	3317	3739	2084	2091	1729	2592	1016	2346	2974	4578	2870	1651	4640	3983	3252	3756	3452	7095	3377
AL139424.1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	2	0	1	1	0	0	2	0
CENPS-CORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPS	12	19	11	19	7	17	13	8	12	6	9	4	13	15	22	8	9	15	6	4	20	6	6	8
CORT	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	3	1	1	1	0	0	1	1	3
DFFA	906	1027	714	1157	708	925	1071	679	865	660	1044	659	739	966	1026	924	565	976	778	539	853	771	758	621
AL354956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX14	351	317	221	723	181	246	396	260	249	245	257	237	313	319	329	285	159	361	320	510	228	232	415	226
AL139423.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL614P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CASZ1	14	12	10	16	14	15	8	17	27	22	11	21	12	27	14	18	1	11	13	32	9	21	19	3
AL139423.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HSPE1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CFL1P6	2	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	1	1	0	3	0
TARDBP	544	756	542	819	559	649	756	471	633	494	628	193	425	603	820	624	465	825	665	302	664	460	455	400
AL109811.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MASP2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL109811.2	4	12	8	6	4	8	13	6	9	4	5	3	6	14	6	10	6	9	5	3	5	5	6	4
SRM	2110	2243	1488	4090	1474	1903	2920	2129	2101	1529	3359	1562	1941	1795	3115	2206	929	3034	2082	3367	1783	1693	3556	1318
EXOSC10	667	776	643	893	572	844	1138	703	754	696	999	570	695	737	1187	799	534	960	800	502	688	581	600	684
AL109811.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0
EXOSC10-AS1	5	2	5	9	7	6	19	2	7	10	16	0	6	13	17	12	8	12	3	13	6	6	13	3
MTOR	1584	1700	1051	1902	1127	1177	1516	1053	1399	1105	1475	695	1237	1215	1580	1351	831	1506	1028	657	1207	1098	1090	702
MTOR-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-537P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0
RNU6-291P	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL39P6	1	4	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	2	0
UBIAD1	258	243	194	436	168	219	286	176	278	180	273	229	245	238	327	266	138	363	241	250	202	195	386	164
UBE2V2P3	1	3	0	2	0	1	1	0	2	2	4	0	3	1	3	2	1	3	3	1	1	4	1	3
AL031291.1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP3	1	0	0	5	5	0	1	0	2	1	0	0	0	4	0	1	0	1	0	0	0	0	0	0
AL590989.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031731.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBXO2	18	16	9	44	21	34	30	12	6	24	13	0	39	76	66	35	27	41	39	35	34	45	29	1
FBXO44	134	180	143	466	182	185	407	248	126	118	144	62	206	227	276	227	101	319	241	373	154	145	345	71
FBXO6	7	18	7	29	34	31	59	60	25	7	42	22	17	14	35	48	28	44	36	41	24	21	48	19
MAD2L2	161	165	158	357	132	176	351	195	142	129	252	115	200	165	263	189	93	322	227	269	146	144	275	167
DRAXIN	0	0	0	2	0	0	44	31	0	1	6	0	3	19	22	8	16	2	8	12	0	1	5	0
AGTRAP	686	609	438	1385	338	467	678	481	508	419	650	295	588	609	901	553	277	553	406	639	428	424	839	372
C1orf167	1	0	1	2	0	0	2	0	1	0	0	1	1	1	2	3	0	0	1	1	0	2	2	0
C1orf167-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFR	499	507	313	815	312	415	518	390	392	355	434	234	435	509	484	492	278	531	358	447	420	361	454	182
CLCN6	361	367	239	478	283	396	340	315	456	337	271	120	429	424	350	323	234	449	282	249	301	258	354	126
AL021155.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021155.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021155.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPB	1630	2727	1362	2948	346	3275	186	133	5156	1504	1239	1038	3630	4809	2769	4561	143	3897	1478	1674	4526	4082	2231	536
AL021155.1	3	6	2	14	3	5	5	5	7	0	13	1	0	0	1	10	5	11	7	9	2	0	14	2
AL021155.5	0	0	0	1	2	1	4	1	0	1	3	19	5	3	5	2	2	1	5	0	0	0	0	5
RNU5E-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU5E-4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KIAA2013	831	1015	707	1952	547	807	1023	646	1001	911	1021	459	1035	1112	1108	763	472	1190	842	1186	701	646	1193	423
PLOD1	7186	8309	5868	12592	8154	10812	8350	5220	14060	13688	8776	2192	12699	12237	9371	6190	5925	12641	8577	8554	7998	7884	10138	3313
AL096840.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFN2	2035	2308	1699	2988	1391	1785	2040	1484	1575	1333	1829	810	1564	1739	2031	1907	1051	2030	1845	1516	1633	1447	1976	921
AL096840.2	0	2	0	0	0	0	0	0	0	1	2	0	0	0	2	1	0	2	0	2	0	0	0	1
MIIP	447	432	258	923	89	174	175	117	161	146	208	144	268	158	270	246	73	190	202	377	197	183	227	152
AL096840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL649P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	185	169	83	283	5	22	1	0	8	0	2	0	64	10	7	32	0	31	5	8	17	23	38	5
RNU6-777P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP89	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL357835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	971	696	411	1263	6	67	3	4	30	0	4	7	283	33	11	83	0	57	23	47	68	56	131	76
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL10P17	1	5	2	6	2	0	9	3	4	3	5	0	4	2	5	7	2	5	3	5	2	1	11	1
AL031276.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13D	912	1167	827	1173	712	748	818	689	946	765	849	514	791	965	1001	1138	745	949	755	471	797	702	648	517
SNORA59A	1	1	4	5	1	1	2	0	0	1	0	2	1	1	1	0	0	5	1	1	0	0	0	0
LINC02766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS3	2789	2819	2033	5670	678	1185	551	768	2258	785	977	1300	1600	1623	1936	4399	139	1220	1281	1737	1289	947	2116	856
RNU6ATAC18P	5	3	3	2	0	1	0	0	3	1	1	3	0	0	1	1	1	0	1	1	0	0	0	0
MIR6730	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AC254633.1	9	13	6	37	0	0	0	3	15	4	5	8	6	5	3	24	0	2	8	9	8	1	8	4
AADACL4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC244670.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF30P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	22	30	2	29	3	11	5	4	7	8	28	0	6	4	5	14	15	7	8	16	0	7	12	0
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	0	1	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	2	1	2	0	2	0	0	1	2	2	0	0	0	0	0	0	0	1	2	0	0	1	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC245056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF31P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC243961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
