NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:0006626,PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:0006626,,57,0.5874217,1.9208148,0,0.002954894,0.346,3671,"tags=44%, list=25%, signal=58%"
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69613,P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69613,,50,0.5899958,1.9088326,0,0.003557916,0.405,2744,"tags=42%, list=19%, signal=51%"
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME DATABASE ID RELEASE 83%69601,UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME DATABASE ID RELEASE 83%69601,,50,0.5899958,1.908097,0,0.003544447,0.407,2744,"tags=42%, list=19%, signal=51%"
NEGATIVE REGULATION OF NOTCH4 SIGNALING%REACTOME DATABASE ID RELEASE 83%9604323,NEGATIVE REGULATION OF NOTCH4 SIGNALING%REACTOME DATABASE ID RELEASE 83%9604323,,52,0.5836797,1.9080242,0,0.003524066,0.408,3329,"tags=48%, list=22%, signal=62%"
SARS-COV-2 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 83%9754678,SARS-COV-2 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 83%9754678,,49,0.58785605,1.907443,0,0.003517999,0.411,3905,"tags=51%, list=26%, signal=69%"
DNA DAMAGE RECOGNITION IN GG-NER%REACTOME DATABASE ID RELEASE 83%5696394,DNA DAMAGE RECOGNITION IN GG-NER%REACTOME DATABASE ID RELEASE 83%5696394,,37,0.6342051,1.9041531,0,0.003761329,0.437,2679,"tags=38%, list=18%, signal=46%"
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 83%69610,P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 83%69610,,50,0.5899958,1.9035096,0,0.003766936,0.442,2744,"tags=42%, list=19%, signal=51%"
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%R-HSA-167158.2,FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%R-HSA-167158.2,,32,0.63433254,1.8983593,0,0.004050407,0.468,2224,"tags=41%, list=15%, signal=48%"
RIBOSOME ASSEMBLY%GOBP%GO:0042255,RIBOSOME ASSEMBLY%GOBP%GO:0042255,,52,0.5908058,1.897141,0,0.004093676,0.473,3332,"tags=52%, list=22%, signal=67%"
NUCLEAR EVENTS MEDIATED BY NFE2L2%REACTOME DATABASE ID RELEASE 83%9759194,NUCLEAR EVENTS MEDIATED BY NFE2L2%REACTOME DATABASE ID RELEASE 83%9759194,,76,0.5517348,1.8957936,0,0.004162603,0.482,2744,"tags=41%, list=19%, signal=50%"
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%R-HSA-180585.1,VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%R-HSA-180585.1,,51,0.5807002,1.8912383,0,0.00441486,0.503,2744,"tags=43%, list=19%, signal=53%"
INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.3,INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.3,,129,0.50460947,1.8879374,0,0.004714895,0.525,3905,"tags=50%, list=26%, signal=67%"
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%R-HSA-174084.4,AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%R-HSA-174084.4,,64,0.56151223,1.8876722,0,0.004679385,0.526,2744,"tags=41%, list=19%, signal=50%"
MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007006,MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007006,,88,0.5339588,1.8864052,0,0.004747518,0.534,2192,"tags=35%, list=15%, signal=41%"
NUCLEOTIDE EXCISION REPAIR%REACTOME%R-HSA-5696398.2,NUCLEOTIDE EXCISION REPAIR%REACTOME%R-HSA-5696398.2,,107,0.5172148,1.8812648,0,0.005144799,0.565,2815,"tags=33%, list=19%, signal=40%"
FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME DATABASE ID RELEASE 83%113418,FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME DATABASE ID RELEASE 83%113418,,32,0.63433254,1.8787429,0,0.005339871,0.578,2224,"tags=41%, list=15%, signal=48%"
DEGRADATION OF DVL%REACTOME DATABASE ID RELEASE 83%4641258,DEGRADATION OF DVL%REACTOME DATABASE ID RELEASE 83%4641258,,54,0.5702704,1.8779341,0,0.005387225,0.582,2827,"tags=43%, list=19%, signal=52%"
SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2,SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2,,118,0.5048561,1.8702593,0,0.005968134,0.622,3329,"tags=42%, list=22%, signal=54%"
MITOCHONDRIAL TRANSPORT%GOBP%GO:0006839,MITOCHONDRIAL TRANSPORT%GOBP%GO:0006839,,115,0.5047535,1.8698447,0,0.005942036,0.624,2657,"tags=35%, list=18%, signal=42%"
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME DATABASE ID RELEASE 83%75815,UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME DATABASE ID RELEASE 83%75815,,50,0.5799973,1.8698019,0,0.005898139,0.624,2744,"tags=44%, list=19%, signal=54%"
ENDOSOMAL SORTING COMPLEX REQUIRED FOR TRANSPORT (ESCRT)%REACTOME DATABASE ID RELEASE 83%917729,ENDOSOMAL SORTING COMPLEX REQUIRED FOR TRANSPORT (ESCRT)%REACTOME DATABASE ID RELEASE 83%917729,,30,0.6324284,1.869776,0,0.005854932,0.625,2520,"tags=43%, list=17%, signal=52%"
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.3,AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.3,,52,0.58215714,1.8681664,0,0.005944064,0.635,3325,"tags=46%, list=22%, signal=59%"
RRNA MODIFICATION%GOBP%GO:0000154,RRNA MODIFICATION%GOBP%GO:0000154,,28,0.64868,1.8680785,0.001703578,0.005895342,0.635,1021,"tags=25%, list=7%, signal=27%"
RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4,RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4,,58,0.57178515,1.8642998,0,0.006254745,0.656,1903,"tags=29%, list=13%, signal=33%"
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME DATABASE ID RELEASE 83%211733,REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME DATABASE ID RELEASE 83%211733,,48,0.5834662,1.8638114,0.001663894,0.006256711,0.661,2744,"tags=42%, list=19%, signal=51%"
UBIQUINONE METABOLIC PROCESS%GOBP%GO:0006743,UBIQUINONE METABOLIC PROCESS%GOBP%GO:0006743,,16,0.747955,1.8600159,0,0.00657831,0.683,748,"tags=38%, list=5%, signal=39%"
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.2,CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.2,,70,0.5438433,1.8563927,0,0.006930594,0.703,2744,"tags=40%, list=19%, signal=49%"
FATTY ACID BETA-OXIDATION%GOBP%GO:0006635,FATTY ACID BETA-OXIDATION%GOBP%GO:0006635,,47,0.5800606,1.8525908,0,0.007247277,0.716,1454,"tags=28%, list=10%, signal=31%"
FGFR2 ALTERNATIVE SPLICING%REACTOME%R-HSA-6803529.2,FGFR2 ALTERNATIVE SPLICING%REACTOME%R-HSA-6803529.2,,24,0.6659343,1.851488,0.001776199,0.007315782,0.721,1347,"tags=38%, list=9%, signal=41%"
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME DATABASE ID RELEASE 83%174113,SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME DATABASE ID RELEASE 83%174113,,53,0.5583429,1.846726,0,0.007878407,0.749,3329,"tags=45%, list=22%, signal=58%"
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%R-HSA-174154.2,APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%R-HSA-174154.2,,66,0.5455817,1.8460568,0,0.007918363,0.755,2744,"tags=39%, list=19%, signal=48%"
HIV TRANSCRIPTION ELONGATION%REACTOME%R-HSA-167169.2,HIV TRANSCRIPTION ELONGATION%REACTOME%R-HSA-167169.2,,41,0.59341586,1.8407879,0,0.008584568,0.782,2224,"tags=37%, list=15%, signal=43%"
FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME DATABASE ID RELEASE 83%167200,FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME DATABASE ID RELEASE 83%167200,,41,0.59341586,1.8399364,0,0.008629548,0.788,2224,"tags=37%, list=15%, signal=43%"
FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME DATABASE ID RELEASE 83%8854050,FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME DATABASE ID RELEASE 83%8854050,,53,0.5570503,1.8377686,0,0.008825708,0.793,3329,"tags=45%, list=22%, signal=58%"
G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 83%69615,G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 83%69615,,65,0.547854,1.837661,0,0.008781558,0.794,2864,"tags=42%, list=19%, signal=51%"
"FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.2","FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.2",,51,0.5717927,1.8370624,0,0.008835227,0.799,4406,"tags=53%, list=30%, signal=75%"
REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8941858.1,REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8941858.1,,54,0.5589121,1.8356041,0,0.008978237,0.805,3325,"tags=44%, list=22%, signal=57%"
DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 83%69002,DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 83%69002,,110,0.49849495,1.8355421,0,0.008918026,0.806,2744,"tags=34%, list=19%, signal=41%"
RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GOBP%GO:0022618,RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GOBP%GO:0022618,,180,0.47074547,1.8341199,0,0.009058922,0.814,3061,"tags=36%, list=21%, signal=45%"
DNA REPLICATION%REACTOME DATABASE ID RELEASE 83%69306,DNA REPLICATION%REACTOME DATABASE ID RELEASE 83%69306,,135,0.49082205,1.8314363,0,0.009438161,0.83,2815,"tags=36%, list=19%, signal=43%"
GSK3B AND BTRC:CUL1-MEDIATED-DEGRADATION OF NFE2L2%REACTOME%R-HSA-9762114.1,GSK3B AND BTRC:CUL1-MEDIATED-DEGRADATION OF NFE2L2%REACTOME%R-HSA-9762114.1,,52,0.5579291,1.828692,0.001620746,0.009821707,0.847,3329,"tags=46%, list=22%, signal=59%"
TRANSCRIPTION-COUPLED NUCLEOTIDE EXCISION REPAIR (TC-NER)%REACTOME DATABASE ID RELEASE 83%6781827,TRANSCRIPTION-COUPLED NUCLEOTIDE EXCISION REPAIR (TC-NER)%REACTOME DATABASE ID RELEASE 83%6781827,,77,0.52690464,1.8285601,0,0.009767369,0.847,2338,"tags=31%, list=16%, signal=37%"
TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%R-HSA-167246.2,TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%R-HSA-167246.2,,41,0.59341586,1.8285421,0,0.009698586,0.847,2224,"tags=37%, list=15%, signal=43%"
CELLULAR ALDEHYDE METABOLIC PROCESS%GOBP%GO:0006081,CELLULAR ALDEHYDE METABOLIC PROCESS%GOBP%GO:0006081,,28,0.6308464,1.8281593,0,0.009676293,0.847,2899,"tags=54%, list=20%, signal=66%"
THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME DATABASE ID RELEASE 83%8852276,THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME DATABASE ID RELEASE 83%8852276,,58,0.55040944,1.8269231,0,0.009760457,0.853,4770,"tags=64%, list=32%, signal=94%"
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME DATABASE ID RELEASE 83%1799339,SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME DATABASE ID RELEASE 83%1799339,,109,0.5002195,1.8243433,0,0.010093669,0.865,3905,"tags=51%, list=26%, signal=69%"
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69580,P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69580,,63,0.5434385,1.8241534,0,0.010054403,0.867,2864,"tags=41%, list=19%, signal=51%"
FORMATION OF HIV ELONGATION COMPLEX IN THE ABSENCE OF HIV TAT%REACTOME%R-HSA-167152.3,FORMATION OF HIV ELONGATION COMPLEX IN THE ABSENCE OF HIV TAT%REACTOME%R-HSA-167152.3,,43,0.5879821,1.8226837,0,0.010208016,0.873,2224,"tags=37%, list=15%, signal=44%"
VPU MEDIATED DEGRADATION OF CD4%REACTOME%R-HSA-180534.1,VPU MEDIATED DEGRADATION OF CD4%REACTOME%R-HSA-180534.1,,50,0.5614117,1.821184,0,0.010434328,0.882,3329,"tags=46%, list=22%, signal=59%"
VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702,VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702,,21,0.66662186,1.8160434,0.001776199,0.011164223,0.899,2520,"tags=43%, list=17%, signal=52%"
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 83%176409,APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 83%176409,,74,0.5210587,1.8103558,0,0.012111563,0.918,2744,"tags=38%, list=19%, signal=46%"
RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071826,RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071826,,188,0.46236265,1.8085465,0,0.012344201,0.927,3061,"tags=36%, list=21%, signal=44%"
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 83%69563,P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 83%69563,,63,0.5434385,1.8079557,0,0.01234899,0.929,2864,"tags=41%, list=19%, signal=51%"
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.4,SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.4,,89,0.5094859,1.8057859,0,0.012639116,0.938,2744,"tags=40%, list=19%, signal=49%"
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1,,144,0.47840402,1.8037473,0,0.012981859,0.945,3288,"tags=37%, list=22%, signal=47%"
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME DATABASE ID RELEASE 83%77075,RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME DATABASE ID RELEASE 83%77075,,26,0.6344665,1.799061,0,0.013694367,0.958,1347,"tags=31%, list=9%, signal=34%"
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%R-HSA-174184.2,CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%R-HSA-174184.2,,71,0.52631384,1.7959732,0,0.014202901,0.963,2744,"tags=38%, list=19%, signal=46%"
APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME%R-HSA-179419.2,APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME%R-HSA-179419.2,,72,0.5194216,1.7946956,0,0.014371514,0.963,2744,"tags=38%, list=19%, signal=46%"
REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 83%169911,REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 83%169911,,51,0.5679117,1.7938092,0,0.014497423,0.964,2744,"tags=39%, list=19%, signal=48%"
CELLULAR RESPONSE TO CHEMICAL STRESS%REACTOME%R-HSA-9711123.3,CELLULAR RESPONSE TO CHEMICAL STRESS%REACTOME%R-HSA-9711123.3,,177,0.4627511,1.7937227,0,0.014419947,0.964,2768,"tags=37%, list=19%, signal=45%"
ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 83%68949,ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 83%68949,,69,0.52251667,1.7914737,0.001647446,0.014724548,0.967,2744,"tags=42%, list=19%, signal=51%"
UBIQUITIN?ÇôPROTEASOME PATHWAY%SMPDB%SMP0063816,UBIQUITIN?ÇôPROTEASOME PATHWAY%SMPDB%SMP0063816,,27,0.63280946,1.7903621,0,0.014931195,0.971,3325,"tags=52%, list=22%, signal=67%"
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 83%187577,SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 83%187577,,58,0.54543585,1.7887328,0,0.01516605,0.971,3329,"tags=48%, list=22%, signal=62%"
SIGNALING BY ROBO RECEPTORS%REACTOME DATABASE ID RELEASE 83%376176,SIGNALING BY ROBO RECEPTORS%REACTOME DATABASE ID RELEASE 83%376176,,196,0.4540099,1.7883612,0,0.01513573,0.972,3990,"tags=46%, list=27%, signal=63%"
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176814.3,ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176814.3,,75,0.5167277,1.7877473,0,0.015127725,0.972,2744,"tags=37%, list=19%, signal=46%"
TRNA METABOLIC PROCESS%GOBP%GO:0006399,TRNA METABOLIC PROCESS%GOBP%GO:0006399,,173,0.45867562,1.7873837,0,0.015088911,0.972,3786,"tags=38%, list=26%, signal=51%"
MULTIVESICULAR BODY ASSEMBLY%GOBP%GO:0036258,MULTIVESICULAR BODY ASSEMBLY%GOBP%GO:0036258,,30,0.6197579,1.7863907,0,0.015256799,0.975,2520,"tags=40%, list=17%, signal=48%"
KEAP1-NFE2L2 PATHWAY%REACTOME DATABASE ID RELEASE 83%9755511,KEAP1-NFE2L2 PATHWAY%REACTOME DATABASE ID RELEASE 83%9755511,,102,0.48819944,1.7792965,0,0.01651844,0.98,3329,"tags=43%, list=22%, signal=55%"
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE DURING HIV INFECTION%REACTOME%R-HSA-167160.2,RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE DURING HIV INFECTION%REACTOME%R-HSA-167160.2,,26,0.6344665,1.7771398,0,0.016986847,0.983,1347,"tags=31%, list=9%, signal=34%"
UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0043162,UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0043162,,34,0.5946193,1.7764108,0,0.01705419,0.983,2587,"tags=41%, list=17%, signal=50%"
FORMATION OF TC-NER PRE-INCISION COMPLEX%REACTOME%R-HSA-6781823.1,FORMATION OF TC-NER PRE-INCISION COMPLEX%REACTOME%R-HSA-6781823.1,,52,0.5391531,1.7757834,0.001602564,0.017094593,0.983,1886,"tags=29%, list=13%, signal=33%"
MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329,MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329,,75,0.5101813,1.7737317,0,0.017491898,0.986,2676,"tags=33%, list=18%, signal=40%"
"MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462","MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462",,30,0.6032344,1.7734766,0.001718213,0.017449666,0.986,3375,"tags=50%, list=23%, signal=65%"
RMTS METHYLATE HISTONE ARGININES%REACTOME DATABASE ID RELEASE 83%3214858,RMTS METHYLATE HISTONE ARGININES%REACTOME DATABASE ID RELEASE 83%3214858,,34,0.59304845,1.7724363,0.001703578,0.017617762,0.986,3007,"tags=44%, list=20%, signal=55%"
ORGANIC ACID CATABOLIC PROCESS%GOBP%GO:0016054,ORGANIC ACID CATABOLIC PROCESS%GOBP%GO:0016054,,136,0.4681885,1.7715273,0,0.017791564,0.986,2395,"tags=28%, list=16%, signal=33%"
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.2,AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.2,,50,0.5503838,1.7713926,0,0.017698271,0.986,2744,"tags=40%, list=19%, signal=49%"
VIRAL BUDDING%GOBP%GO:0046755,VIRAL BUDDING%GOBP%GO:0046755,,24,0.643926,1.767038,0,0.018692967,0.994,2520,"tags=42%, list=17%, signal=50%"
KETONE BIOSYNTHETIC PROCESS%GOBP%GO:0042181,KETONE BIOSYNTHETIC PROCESS%GOBP%GO:0042181,,18,0.68271583,1.7668678,0.003508772,0.018611794,0.994,1089,"tags=33%, list=7%, signal=36%"
U2-TYPE PRESPLICEOSOME ASSEMBLY%GOBP%GO:1903241,U2-TYPE PRESPLICEOSOME ASSEMBLY%GOBP%GO:1903241,,24,0.6490808,1.7657367,0,0.018796872,0.995,3056,"tags=50%, list=21%, signal=63%"
SARS-COV-1 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 83%9735869,SARS-COV-1 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 83%9735869,,36,0.5826712,1.7654315,0.001748252,0.018752733,0.995,3905,"tags=53%, list=26%, signal=71%"
CRISTAE FORMATION%REACTOME DATABASE ID RELEASE 83%8949613,CRISTAE FORMATION%REACTOME DATABASE ID RELEASE 83%8949613,,31,0.60193706,1.763766,0.003311258,0.019048234,0.996,3989,"tags=58%, list=27%, signal=79%"
MRNA CAPPING%REACTOME%R-HSA-72086.3,MRNA CAPPING%REACTOME%R-HSA-72086.3,,28,0.6125668,1.76338,0.003361345,0.019031134,0.996,1347,"tags=29%, list=9%, signal=31%"
METABOLISM OF POLYAMINES%REACTOME DATABASE ID RELEASE 83%351202,METABOLISM OF POLYAMINES%REACTOME DATABASE ID RELEASE 83%351202,,55,0.53479296,1.763349,0,0.018938398,0.996,3325,"tags=45%, list=22%, signal=58%"
REGULATION OF RAS BY GAPS%REACTOME DATABASE ID RELEASE 83%5658442,REGULATION OF RAS BY GAPS%REACTOME DATABASE ID RELEASE 83%5658442,,62,0.5238838,1.7631361,0,0.018902343,0.996,2747,"tags=37%, list=19%, signal=45%"
DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5607761.1,DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5607761.1,,58,0.5359692,1.758676,0,0.01997147,0.996,3329,"tags=47%, list=22%, signal=60%"
MATURATION OF 5.8S RRNA%GOBP%GO:0000460,MATURATION OF 5.8S RRNA%GOBP%GO:0000460,,33,0.594616,1.7578366,0,0.020114414,0.996,3923,"tags=64%, list=26%, signal=86%"
POST-CHAPERONIN TUBULIN FOLDING PATHWAY%REACTOME DATABASE ID RELEASE 83%389977,POST-CHAPERONIN TUBULIN FOLDING PATHWAY%REACTOME DATABASE ID RELEASE 83%389977,,16,0.70335126,1.7566639,0.003424658,0.020303354,0.997,3488,"tags=69%, list=24%, signal=90%"
PROTEIN DEPOLYMERIZATION%GOBP%GO:0051261,PROTEIN DEPOLYMERIZATION%GOBP%GO:0051261,,30,0.5984293,1.7516737,0,0.021517502,1,2531,"tags=43%, list=17%, signal=52%"
MULTIVESICULAR BODY ORGANIZATION%GOBP%GO:0036257,MULTIVESICULAR BODY ORGANIZATION%GOBP%GO:0036257,,31,0.5971858,1.7507535,0.005199307,0.021642346,1,2520,"tags=39%, list=17%, signal=47%"
NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5676590.1,NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5676590.1,,57,0.5295857,1.749005,0.001650165,0.022070782,1,3329,"tags=46%, list=22%, signal=59%"
STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 83%69541,STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 83%69541,,55,0.5324441,1.7487977,0.001628664,0.022000596,1,2744,"tags=38%, list=19%, signal=47%"
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRIAL MEMBRANE%GOBP%GO:0090151,ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRIAL MEMBRANE%GOBP%GO:0090151,,30,0.59587914,1.7464297,0.003430532,0.022585943,1,3671,"tags=53%, list=25%, signal=71%"
"ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME%R-HSA-72662.3","ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME%R-HSA-72662.3",,59,0.5210267,1.7461444,0,0.022540085,1,4406,"tags=51%, list=30%, signal=72%"
CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395,CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395,,136,0.4681885,1.7453235,0,0.022645302,1,2395,"tags=28%, list=16%, signal=33%"
GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR (GG-NER)%REACTOME%R-HSA-5696399.1,GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR (GG-NER)%REACTOME%R-HSA-5696399.1,,81,0.49963045,1.7445674,0,0.022764621,1,2815,"tags=31%, list=19%, signal=38%"
DEGRADATION OF AXIN%REACTOME%R-HSA-4641257.2,DEGRADATION OF AXIN%REACTOME%R-HSA-4641257.2,,53,0.53454953,1.7429634,0,0.023154367,1,2789,"tags=40%, list=19%, signal=49%"
